show_id,show_label,band_id,band_name,performer_name,roles
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Robin Kreklewetz,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Samantha Backman,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Steve Herskovitz,vocals
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Zander Brais,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Zander Smith,bass
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,AJ Davies-Jordan,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Doug Stein,drums
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Mario Giulione,vocals
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Mathew Aisen,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Zander Smith,bass
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Emma Durham,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Jack Melkerson,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Mike Fitch,keyboards
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Nadim Hashim,drums
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Simon Durham,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Steve Herskovitz,vocals
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Zander Smith,bass
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Elia Nissan,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Jay Blumenstein,drums
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Zander Smith,bass
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Christina Sciascia,vocals
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Ken Drummond,bass
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Kenny Drummond,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Mike Fitch,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Rob Drummond,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Shawn Payette,drums
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Catherine Drummond,drums
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Isabella Byrne,guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Lara Clarke-Gascon,bass; guitar
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Roma Burdman-Gelgor,vocals
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Yasmine Kamen,bass; guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Carl Brabander,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Dominic Supino,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Ken Drummond,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Patrick Houston,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Tim Dougherty,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Wayne Hemsworth,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Amanda Fitch,keyboards
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Jason Spiegler,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Matt Aisen,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Nadim Hashim,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Nathalie Gervais,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Pascal Spiegler,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Doug Stein,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Jay Ross,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Ken Drummond,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Kenny Drummond,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Mike Fitch,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Rob Drummond,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Aaron Dolman,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Carlos Hernandez-Zapien,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Dylan Langburt,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Matt Aisen,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Mike Fitch,guitar; keyboards
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Natasha Rose,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Riley Cohen,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Zander Smith,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Amanda Fitch,keyboards
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Anita Haurie,bass; guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Christina Sciascia,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Isabella Byrne,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Mark Charbonneau,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Yasmine Kamen,bass; guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Allan Gilmour,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Angela Murphy,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Elyse Gasco,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Jay Blumenstein,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Marcel Aulls,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,AJ Davies-Jordan,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Chris Kreklewetz,keyboards
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,David Greenstein,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Erica Patulli,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Marc Kimmel,vocals
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Matthew Patulli,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Robin Kreklewetz,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,David Greenstein,bass
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Elia Nissan,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Jay Blumenstein,drums
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Jordan Edelstein,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Sean Roberts,guitar
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Steve Herskovitz,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-above-the-clinic,Above The Clinic,Allan Gilmour,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-above-the-clinic,Above The Clinic,Elyse Gasco,bass
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-above-the-clinic,Above The Clinic,Jay Blumenstein,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-above-the-clinic,Above The Clinic,Marc Kimmel,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,AJ Davies-Jordan,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,Danny Labrecque,bass
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,David Greenstein,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,Dylan Langburt,bass; guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,Mario Giulione,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-broken-rules,Broken Rules,Mike Fitch,bass; guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-heavy-boots-of-lead,Heavy Boots Of Lead,Jay Bradley,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-heavy-boots-of-lead,Heavy Boots Of Lead,Jesse Lund,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-heavy-boots-of-lead,Heavy Boots Of Lead,Jordan Edelstein,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-heavy-boots-of-lead,Heavy Boots Of Lead,Mike Fitch,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-heavy-boots-of-lead,Heavy Boots Of Lead,Sean Roberts,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Donna Malin,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Jay Bradley,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Sean Madden,bass
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Tim Dougherty,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Wayne Hemsworth,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Ken Drummond,bass
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Kenny Drummond,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Marc Kimmel,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Mike Fitch,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Rob Drummond,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Shawn Payette,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Doug Stein,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Mario Giulione,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Matt Aisen,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Mike Fitch,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Zander Smith,bass
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Elia Nissan,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Mario Giulione,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Pascal Spiegler,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Patrick Houston,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Simon Germain,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Anita Haurie,bass; guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Erica Patulli,guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Isabella Byrne,bass; guitar
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Matthew Patulli,drums
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Shane Brown,vocals
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Yasmine Kamen,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-detour,Detour,Anita Haurie,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-detour,Detour,Benjamin Wexler,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-detour,Detour,David Greenstein,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-detour,Detour,Pascal Spiegler,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-detour,Detour,Yasmine Kamen,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-moderately-trained-monkeys,Moderately Trained Monkeys,Allan Gilmour,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-moderately-trained-monkeys,Moderately Trained Monkeys,Eric Black,bass
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-moderately-trained-monkeys,Moderately Trained Monkeys,Jay Blumenstein,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-moderately-trained-monkeys,Moderately Trained Monkeys,Marc Kimmel,vocals
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-moderately-trained-monkeys,Moderately Trained Monkeys,Marcel Aulls,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-silver-city,Silver City,Jay Blumenstein,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-silver-city,Silver City,Jordan Edelstein,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-silver-city,Silver City,Marc Kimmel,vocals
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-silver-city,Silver City,Sean Roberts,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-silver-city,Silver City,Simon Germain,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,Charley Hausknost,backing vocals
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,David Greenstein,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,Dominic Supino,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,Mario Giulione,vocals
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,Michael Sayegh,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-six-strings,Six Strings,Ryan Ortizo,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-daft-devils,The Daft Devils,Ken Drummond,bass
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-daft-devils,The Daft Devils,Patrick Houston,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-daft-devils,The Daft Devils,Rob Drummond,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-daft-devils,The Daft Devils,Wayne Hemsworth,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-intruders,The Intruders,Doug Stein,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-intruders,The Intruders,Dylan Langburt,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-intruders,The Intruders,John Bowie,bass
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-intruders,The Intruders,Matt Aisen,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-intruders,The Intruders,Michael Langburt,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-switch,The Switch,Anita Haurie,bass; guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-switch,The Switch,Elia Nissan,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-switch,The Switch,Erica Patulli,guitar
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-switch,The Switch,Matthew Patulli,drums
lftg-12-2013,LFTG 12 (2013),lftg-12-2013-the-switch,The Switch,Yasmine Kamen,bass; guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,David Greenstein,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,Dominic Supino,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,Eric Black,bass
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,Mario Giulione,vocals
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,Nadim Hashim,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-castle-sinister,Castle Sinister,Ryan Ortizo,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dark-eyes-of-london,Dark Eyes Of London,Doug Stein,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dark-eyes-of-london,Dark Eyes Of London,Dylan Langburt,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dark-eyes-of-london,Dark Eyes Of London,Mario Giulione,vocals
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dark-eyes-of-london,Dark Eyes Of London,Matt Aisen,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dark-eyes-of-london,Dark Eyes Of London,Zander Smith,bass
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,Jake Kimmel,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,Jay Blumenstein,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,John Bowie,bass
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,Marc Kimmel,vocals
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,Marcel Aulls,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-dr-x,Dr. X,Matt Aisen,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-lost-souls,Lost Souls,Anita Haurie,bass; guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-lost-souls,Lost Souls,Elia Nissan,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-lost-souls,Lost Souls,Erica Patulli,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-lost-souls,Lost Souls,Matthew Patulli,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-lost-souls,Lost Souls,Yasmine Kamen,bass; guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,Jay Blumenstein,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,John Bowie,bass
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,Jordan Edelstein,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,Mario Giulione,vocals
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,Sean Roberts,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-night-of-terror,Night Of Terror,Simon Germain,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Benjamin Cere,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Benjamin Wexler,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,David Greenstein,drums
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Finn Brennan-Krip,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Henry Rebellati-Mitnick,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Howard Mitnick,bass
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Jeremy Wexler,sound effects
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Lev Wexler,guitar
lftg-13-2014,LFTG 13 (2014),lftg-13-2014-the-phantoms,The Phantoms,Malcolm Findlay,sax
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-armageddon-flame,Armageddon Flame,Ethan Kimmel,guitar; vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-armageddon-flame,Armageddon Flame,Jake Kimmel,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-armageddon-flame,Armageddon Flame,Jay Blumenstein,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-armageddon-flame,Armageddon Flame,John Bowie,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-armageddon-flame,Armageddon Flame,Marc Kimmel,vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Angus Carmichael,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Annie Delaney,guitar; vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Charles Phelan,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Colette Blain,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Eileen O'Reilly,guitar; vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Irwin Edelstein,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Linda Jewers,vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Rachelle Lapointe,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-carmen-and-the-devil,Carmen and The Devil,Sean Roberts,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-marie-kametani,Marie Kametani,Marie Kametani,
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-piltdown-man,Piltdown Man,Benjamin Wexler,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-piltdown-man,Piltdown Man,Henry Rebellati-Mitnick,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-piltdown-man,Piltdown Man,Howard Mitnick,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-piltdown-man,Piltdown Man,Lev Wexler,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-street-spirit,Street Spirit,Fred Bouchard,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-street-spirit,Street Spirit,John Bowie,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-street-spirit,Street Spirit,Marcel Aulls,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-street-spirit,Street Spirit,Mario Giulione,vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-street-spirit,Street Spirit,Mike Fitch,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-the-unknown,The Unknown,Anna Chuprun,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-the-unknown,The Unknown,Benjamin Cere,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-the-unknown,The Unknown,Clara Stewart,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-the-unknown,The Unknown,Elia Nissan,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-the-unknown,The Unknown,Finn Brennan-Krip,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-tracy-island,Tracy Island,Anita Haurie,bass; guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-tracy-island,Tracy Island,Elia Nissan,bass; guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-tracy-island,Tracy Island,Mario Giulione,vocals
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-tracy-island,Tracy Island,Matthew Patulli,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Eric Black,bass
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Jay Blumenstein,drums
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Benjamin Cere,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Jordan Edelstein,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Max Ezerzer,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Sean Roberts,guitar
lftg-14-2015,LFTG 14 (2015),lftg-14-2015-near-dawn,Near Dawn,Mario Giulione,vocals
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Benjamin Cere,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Bruce Pascal,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Conrad Corning,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Jonah Levy,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Jordan Edelstein,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Marc Kimmel,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-man-on-the-scene,Man On The Scene,Matthew Patulli,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-one-way-ticket,One Way Ticket,Anna Chuprun,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-one-way-ticket,One Way Ticket,Clara Stewart,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-one-way-ticket,One Way Ticket,Elia Nissan,
lftg-15-2016,LFTG 15 (2016),lftg-15-2016-one-way-ticket,One Way Ticket,Finn Brennan-Krip,
