show_id,show_label,band_id,band_name,performer_name_raw,performer_name_clean,role_raw,role_clean,source_line
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-60-s-the-british-invasion,The 60's - The British Invasion,Simon Durham,Simon Durham,guitar,guitar,347
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-60-s-the-british-invasion,The 60's - The British Invasion,Nick Trudel,Nick Trudel,bass,bass,348
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-60-s-the-british-invasion,The 60's - The British Invasion,Nadim Hashim,Nadim Hashim,drums,drums,349
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-70-s-am-rock,The 70's - AM Rock,Angela Murphy,Angela Murphy,vocals,vocals,352
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-70-s-am-rock,The 70's - AM Rock,Allan Gilmour,Allan Gilmour,guitar,guitar,353
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-70-s-am-rock,The 70's - AM Rock,Elyse Gasco,Elyse Gasco,bass,bass,354
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-70-s-am-rock,The 70's - AM Rock,Jay Blumenstein,Jay Blumenstein,drums,drums,355
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-70-s-am-rock,The 70's - AM Rock,Maya Gilmour,Maya Gilmour,drums,drums,356
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-alternative-rock,The 80's - Alternative Rock,Christina Sciascia,Christina Sciascia,vocals/guitar,vocals; guitar,359
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-alternative-rock,The 80's - Alternative Rock,Aura Burko,Aura Burko,guitar,guitar,360
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-alternative-rock,The 80's - Alternative Rock,Elyse Gasco,Elyse Gasco,bass,bass,361
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-alternative-rock,The 80's - Alternative Rock,Cara Webb,Cara Webb,drums,drums,362
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Angela Murphy,Angela Murphy,vocals,vocals,365
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Robert Drummond,Robert Drummond,guitar,guitar,366
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Kenny Drummond,Kenny Drummond,guitar,guitar,367
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Michael Fitch,Michael Fitch,guitar,guitar,368
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Amanda Fitch,Amanda Fitch,keyboards,keyboards,369
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-80-s-canadian-rock,The 80's - Canadian Rock,Fred Bouchard,Fred Bouchard,drums,drums,370
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Mario Giulione,Mario Giulione,vocals,vocals,373
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Christian Buchanan,Christian Buchanan,guitar,guitar,374
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Jordi Soldevila,Jordi Soldevila,guitar,guitar,375
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Jeremy Wallace,Jeremy Wallace,guitar,guitar,376
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Zander Smith,Zander Smith,bass,bass,377
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-90-s-the-seattle-sound,The 90's - The Seattle Sound,Doug Stein,Doug Stein,drums,drums,378
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-2000-s-modern-rock,The 2000's - Modern Rock,Mario Giulione,Mario Giulione,vocals,vocals,381
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-2000-s-modern-rock,The 2000's - Modern Rock,Nicolas Martinet,Nicolas Martinet,guitar,guitar,382
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-2000-s-modern-rock,The 2000's - Modern Rock,Nick Trudel,Nick Trudel,bass,bass,383
lftg-7-2009,LFTG 7 (2009),lftg-7-2009-the-2000-s-modern-rock,The 2000's - Modern Rock,William Gaucher,William Gaucher,drums,drums,384
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Steve Herskovitz,Steve Herskovitz,vocals,vocals,399
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Robert Drummond,Robert Drummond,guitar,guitar,400
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Kenny Drummond,Kenny Drummond,guitar,guitar,401
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Michael Fitch,Michael Fitch,guitar,guitar,402
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Chris Kreklewetz,Chris Kreklewetz,keyboards,keyboards,403
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-the-daft-devils,The Daft Devils,Fred Bouchard,Fred Bouchard,drums,drums,404
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-sonic-white,Sonic White,Tim Smith,Tim Smith,vocals,vocals,407
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-sonic-white,Sonic White,Samantha Backman,Samantha Backman,guitar,guitar,408
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-sonic-white,Sonic White,Robin Kreklewetz,Robin Kreklewetz,guitar,guitar,409
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-sonic-white,Sonic White,Nick Trudel,Nick Trudel,bass,bass,410
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-sonic-white,Sonic White,Jay Blumenstein,Jay Blumenstein,drums,drums,411
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-your-mother,Your Mother,Christina Sciascia,Christina Sciascia,vocals/guitar,vocals; guitar,414
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-your-mother,Your Mother,Aura Burko,Aura Burko,guitar,guitar,415
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-your-mother,Your Mother,Elyse Gasco,Elyse Gasco,bass,bass,416
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-your-mother,Your Mother,Cara Webb,Cara Webb,drums,drums,417
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Mario Giulione,Mario Giulione,vocals,vocals,420
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Matt Aisen,Matt Aisen,guitar,guitar,421
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Jordi Soldevila,Jordi Soldevila,guitar,guitar,422
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Christian Buchanan,Christian Buchanan,guitar,guitar,423
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Zander Smith,Zander Smith,bass,bass,424
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-audio-overdrive,Audio Overdrive,Doug Stein,Doug Stein,drums,drums,425
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Tim Smith,Tim Smith,vocals,vocals,428
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Jack Melkerson,Jack Melkerson,guitar,guitar,429
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Emma Durham,Emma Durham,guitar,guitar,430
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Simon Durham,Simon Durham,guitar,guitar,431
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Nick Trudel,Nick Trudel,bass,bass,432
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-clap-beat-good,Clap Beat Good,Doug Stein,Doug Stein,drums,drums,433
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Mario Giulione,Mario Giulione,vocals,vocals,436
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Allan Gilmour,Allan Gilmour,guitar,guitar,437
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Marcel Aulls,Marcel Aulls,guitar,guitar,438
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Elyse Gasco,Elyse Gasco,bass,bass,439
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Michael Fitch,Michael Fitch,keyboards,keyboards,440
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-pink-radio,Pink Radio,Jay Blumenstein,Jay Blumenstein,drums,drums,441
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Rick Collins,Rick Collins,vocals,vocals,444
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Tina Hartt,Tina Hartt,vocals,vocals,445
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Lee-Ann Matthews,Lee-Ann Matthews,backup vocals,backup vocals,446
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Tim Dougherty,Tim Dougherty,guitar,guitar,447
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Wayne Hemsworth,Wayne Hemsworth,guitar,guitar,448
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Bill Kreklewetz,Bill Kreklewetz,guitar,guitar,449
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Dominic Supino,Dominic Supino,guitar,guitar,450
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Darquis Rivard,Darquis Rivard,bass,bass,451
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Chris Kreklewetz,Chris Kreklewetz,keyboards,keyboards,452
lftg-8-2009,LFTG 8 (2009),lftg-8-2009-dominic-and-the-dominators,Dominic and the Dominators,Rob Surridge,Rob Surridge,drums,drums,453
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Robert Drummond,Robert Drummond,guitar,guitar,467
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Kenny Drummond,Kenny Drummond,guitar,guitar,468
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Michael Fitch,Michael Fitch,guitar,guitar,469
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Ken Drummond,Ken Drummond,bass,bass,470
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Christina Sciascia,Christina Sciascia,vocals,vocals,471
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-daft-devils,The Daft Devils,Shawn Payette,Shawn Payette,drums,drums,472
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-above-the-clinic,Above the Clinic,Marcel Aulls,Marcel Aulls,guitar,guitar,475
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-above-the-clinic,Above the Clinic,Allan Gilmour,Allan Gilmour,guitar,guitar,476
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-above-the-clinic,Above the Clinic,Elyse Gasco,Elyse Gasco,bass,bass,477
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-above-the-clinic,Above the Clinic,Mario Giulione,Mario Giulione,vocals,vocals,478
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-above-the-clinic,Above the Clinic,Jay Blumenstein,Jay Blumenstein,drums,drums,479
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Elia Nissan,Elia Nissan,guitar,guitar,482
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Zander Smith,Zander Smith,bass,bass,483
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-surf-s-up,Surf's Up!,Jay Blumenstein,Jay Blumenstein,drums,drums,484
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Isabella Byrne,Isabella Byrne,guitar,guitar,487
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Lara Clarke-Gascon,Lara Clarke-Gascon,guitar/bass,guitar; bass,488
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Yasmine Kamen,Yasmine Kamen,guitar/bass,guitar; bass,489
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Roma Burdman-Gelgor,Roma Burdman-Gelgor,vocals,vocals,490
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-the-muted,The Muted,Catherine Drummond,Catherine Drummond,drums,drums,491
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Jaclyn Gordon,Jaclyn Gordon,vocals,vocals,494
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Riley Goldsmith,Riley Goldsmith,keyboards/back up vocals,keyboards; back up vocals,495
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Emico Berman,Emico Berman,bass,bass,496
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Maya Gilmour,Maya Gilmour,drums,drums,497
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Kenny Drummond,Kenny Drummond,guitar,guitar,498
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Allan Gilmour,Allan Gilmour,guitar,guitar,499
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-citizen-jane,Citizen Jane,Marla Caplan,Marla Caplan,guitar,guitar,500
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Samantha Backman,Samantha Backman,guitar,guitar,503
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Zander Brais,Zander Brais,guitar,guitar,504
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Robin Kreklewetz,Robin Kreklewetz,guitar,guitar,505
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Zander Smith,Zander Smith,bass,bass,506
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Steve Herskovitz,Steve Herskovitz,vocals,vocals,507
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-evolution-destruction,Evolution Destruction,Jay Blumenstein,Jay Blumenstein,drums,drums,508
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Emma Durham,Emma Durham,guitar,guitar,511
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Simon Durham,Simon Durham,guitar,guitar,512
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Jack Melkerson,Jack Melkerson,guitar,guitar,513
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Zander Smith,Zander Smith,bass,bass,514
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Michael Fitch,Michael Fitch,keyboards,keyboards,515
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Steve Herskovitz,Steve Herskovitz,vocals,vocals,516
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-sell-it-to-the-crowd,Sell It To The Crowd,Nadim Hashim,Nadim Hashim,drums,drums,517
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Mathew Aisen,Mathew Aisen,guitar,guitar,520
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,AJ Davies-Jordan,AJ Davies-Jordan,guitar,guitar,521
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Zander Smith,Zander Smith,bass,bass,522
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Mario Giulione,Mario Giulione,vocals,vocals,523
lftg-9-2010,LFTG 9 (2010),lftg-9-2010-fire-in-the-sky,Fire In the Sky,Doug Stein,Doug Stein,drums,drums,524
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Robert Drummond,Robert Drummond,guitar,guitar,539
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Kenny Drummond,Kenny Drummond,guitar,guitar,540
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Michael Fitch,Michael Fitch,guitar,guitar,541
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Ken Drummond,Ken Drummond,bass,bass,542
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Jay Ross,Jay Ross,vocals,vocals,543
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-daft-devils,The Daft Devils,Doug Stein,Doug Stein,drums,drums,544
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Matt Aisen,Matt Aisen,guitar,guitar,547
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Riley Cohen,Riley Cohen,guitar,guitar,548
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Dylan Langburt,Dylan Langburt,guitar,guitar,549
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Zander Smith,Zander Smith,bass,bass,550
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Michael Fitch,Michael Fitch,keyboards/guitar,keyboards; guitar,551
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Carlos Hernandez-Zapien,Carlos Hernandez-Zapien,vocals,vocals,552
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Natasha Rose,Natasha Rose,vocals,vocals,553
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-indra-club,The Indra Club,Aaron Dolman,Aaron Dolman,drums,drums,554
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Pascal Spiegler,Pascal Spiegler,guitar,guitar,557
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Jason Spiegler,Jason Spiegler,guitar,guitar,558
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Matt Aisen,Matt Aisen,guitar,guitar,559
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Nathalie Gervais,Nathalie Gervais,vocals,vocals,560
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Amanda Fitch,Amanda Fitch,keyboards,keyboards,561
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-brothers,The Brothers,Nadim Hashim,Nadim Hashim,drums,drums,562
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Jordan Edelstein,Jordan Edelstein,guitar,guitar,565
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Elia Nissan,Elia Nissan,guitar,guitar,566
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Sean Roberts,Sean Roberts,guitar,guitar,567
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,David Greenstein,David Greenstein,bass,bass,568
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Steve Herskovitz,Steve Herskovitz,vocals,vocals,569
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-twenty-fingers,Twenty Fingers,Jay Blumenstein,Jay Blumenstein,drums,drums,570
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,AJ Davies-Jordan,AJ Davies-Jordan,guitar,guitar,573
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Robin Kreklewetz,Robin Kreklewetz,guitar,guitar,574
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Erica Patulli,Erica Patulli,guitar,guitar,575
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,David Greenstein,David Greenstein,bass,bass,576
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Marc Kimmel,Marc Kimmel,vocals,vocals,577
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Chris Kreklewetz,Chris Kreklewetz,keyboards,keyboards,578
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-through-waves,Through Waves,Matthew Patulli,Matthew Patulli,drums,drums,579
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Isabella Byrne,Isabella Byrne,guitar,guitar,582
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Anita Haurie,Anita Haurie,guitar/bass,guitar; bass,583
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Yasmine Kamen,Yasmine Kamen,guitar/bass,guitar; bass,584
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Christina Sciascia,Christina Sciascia,vocals,vocals,585
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Amanda Fitch,Amanda Fitch,keyboards,keyboards,586
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-the-muted,The Muted,Mark Charbonneau,Mark Charbonneau,drums,drums,587
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Tim Dougherty,Tim Dougherty,guitar,guitar,590
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Wayne Hemsworth,Wayne Hemsworth,guitar,guitar,591
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Dominic Supino,Dominic Supino,guitar,guitar,592
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Ken Drummond,Ken Drummond,bass,bass,593
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Carl Brabander,Carl Brabander,vocals,vocals,594
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-los-tres-gatos,Los Tres Gatos,Patrick Houston,Patrick Houston,drums,drums,595
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Marcel Aulls,Marcel Aulls,guitar,guitar,598
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Allan Gilmour,Allan Gilmour,guitar,guitar,599
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Elyse Gasco,Elyse Gasco,bass,bass,600
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Angela Murphy,Angela Murphy,vocals,vocals,601
lftg-10-2011,LFTG 10 (2011),lftg-10-2011-this-wasted-land,This Wasted Land,Jay Blumenstein,Jay Blumenstein,drums,drums,602
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Matt Aisen,Matt Aisen,guitar,guitar,616
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Michael Fitch,Michael Fitch,guitar,guitar,617
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Zander Smith,Zander Smith,bass,bass,618
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Mario Giulione,Mario Giulione,vocals,vocals,619
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-flu-fighters,The Flu Fighters,Doug Stein,Doug Stein,drums,drums,620
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Robert Drummond,Robert Drummond,guitar,guitar,623
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Kenny Drummond,Kenny Drummond,guitar,guitar,624
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Michael Fitch,Michael Fitch,guitar,guitar,625
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Ken Drummond,Ken Drummond,bass,bass,626
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Marc Kimmel,Marc Kimmel,vocals,vocals,627
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-daft-devils,The Daft Devils,Shawn Payette,Shawn Payette,drums,drums,628
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Simon Germain,Simon Germain,guitar,guitar,631
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Elia Nissan,Elia Nissan,guitar,guitar,632
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Pascal Spiegler,Pascal Spiegler,guitar,guitar,633
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Mario Giulione,Mario Giulione,vocals,vocals,634
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-infantry,The Infantry,Patrick Houston,Patrick Houston,drums,drums,635
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Isabella Byrne,Isabella Byrne,guitar/bass,guitar; bass,638
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Anita Haurie,Anita Haurie,guitar/bass,guitar; bass,639
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Yasmine Kamen,Yasmine Kamen,guitar/bass,guitar; bass,640
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Erica Patulli,Erica Patulli,guitar,guitar,641
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Shane Brown,Shane Brown,vocals,vocals,642
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-muted,The Muted,Matthew Patulli,Matthew Patulli,drums,drums,643
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Tim Dougherty,Tim Dougherty,guitar,guitar,646
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Wayne Hemsworth,Wayne Hemsworth,guitar,guitar,647
lftg-11-2012,LFTG 11 (2012),lftg-11-2012-the-country-cousins,The Country Cousins,Sean Madden,Sean Madden,bass,bass,648
